date;description;amount;merchant_name;merchant_address;country;flags
2023-06-07 19:32;Mozzarella light0,992;1.98;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Gouda Scheiben;2.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Olivenöl Extra;4.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Bio Haferflocken;0.95;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Erdbeer-Konfitüre;1.39;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Maccronelli;1.19;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Basmati Reis;2.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;H-Milch 1,5% OGT;1.05;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Gehackte Tomaten;0.85;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Apfelmus gezuckert;0.89;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;FUEGO Tortillas Clas;2.49;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Traube-Nuß Sch. 100g;0.75;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Snackmandeln XXL;5.49;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-07 19:32;Schwammtuch 5er;1.15;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; B
2023-06-07 19:32;Frischhaltefolie;1.35;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; B
2023-06-07 19:32;Gefrierbeutel;1.95;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; B
2023-06-10 16:03;Bananen kg;1.36;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Zwiebeln gelb;2.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Mango Stk;1.39;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Pfirsiche;1.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Asiatisches Gemüse;1.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Bioland Type 630;1.59;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;H-Milch 1,5% OGT;0.95;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Fr.Eier.a.Bo.ha OKT;1.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Chilisalz;1.09;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Fusilli;0.79;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Apfelmus gezuckert;0.89;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Mehrfrucht-Karotten;1.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; B
2023-06-10 16:03;Cranberries Sult.Mix;2.19;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Meisterbrot;1.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-10 16:03;Hähnchen-Geschn;3.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Paprika rot kg;0.75;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;TomateStrau. kg;1.1;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Nektarinen;2.49;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Asiatisches Gemüse;1.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Butterkäse [ OGT];2.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Griech. Joghurt 2%;1.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;DelverdeClass. Integ;1.79;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Haferf. Kern;0.79;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Knuspermüsli + Schoko;2.49;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;H-Milch 1,5% OGT;0.95;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Apfelmus gezuckert;0.89;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Mehrfrucht-Karotten;1.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; B
2023-06-15 20:00;Traube-Nuß Sch. 100g;0.75;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Frucht-Nuss-Mix;1.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Meisterbrot;1.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Edelstahltopfreinig;0.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; B
2023-06-15 20:00;Rinderhack 500g;4.79;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-15 20:00;Hähnchen-Geschn;3.99;Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-17 14:15;Bananen kg;1.12;LODL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-17 14:15;Apfel rot, fru.-süß;2.99;LODL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-17 14:15;Mexikanisches Gemüse;1.99;LODL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-17 14:15;Feinschmeckergemüse;1.99;LODL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-17 14:15;Knuspermüsli + Schoko;2.49;LODL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-17 14:15;Apfelmus gezuckert;0.89;LODL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-17 14:15;Traube-Nuß Sch. 100g;0.75;LODL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;TomateStrau. kg;0.87;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Bananen kg;1.06;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Gurke Stk;0.39;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Bami Goreng;3.49;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Nasi Goreng;3.49;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Asiatisches Gemüse;1.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;H-Milch 1,5% OGT;0.95;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Fr.Eier.a.Bo.ha;1.49;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Meisterbrot;0.89;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-21 19:25;Tiefkühltasche;0.59;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; B
2023-06-21 19:25;Hähnchen-Geschn;3.99;LIDL Müllerstraße 48-48a;13349 Berlin-Wedding;DE; A
2023-06-23 18:32;Schalotten 500g;1.49;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-23 18:32;Feinschmeckergemüse;1.99;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-23 18:32;Mozzarella light0,89 2;1.78;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-23 18:32;Apfelmus gezuckert;0.89;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-23 18:32;Mehrfrucht-Karotten;1.99;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; B
2023-06-23 18:32;Zitronensaft;0.69;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; B
2023-06-23 18:32;Traube-Nuß Sch. 100g;0.75;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-23 18:32;Puten-Minifilet XXL;6.99;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-23 18:32;Rinderhack 500g;4.79;LİDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Bananen kg;1.37;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;TomateStrau. kg;0.83;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Nektarinen;2.59;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Gurke Stk;0.44;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Feinschmeckergemüse;1.99;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Del.Kochschinken;1.79;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;H-Milch 1,5% OGT;0.95;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Knuspermüsli + Schoko;2.49;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Basmati Reis;2.99;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Mehrfrucht-Karotten;1.99;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; B
2023-06-27 18:34;Traube-Nuß Sch. 100g;0.75;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
2023-06-27 18:34;Meisterbrot;1.99;LIDL;Reinickendorfer Str. 41, 13347 Berlin-Mitte;DE; A
